          WD01/DL07 grain model for R_V=3.1, q_PAH=0.046
 2.000E-03 = a1 (um)
 2.000E-02 = a2 (um)
                              sigma_ext (um^2/H)
           --------- carbon -----------  -------- silicate ----------
lambda      a<a1     a1<a<a2    a2<a      a<a1     a1<a<a2    a2<a 
 (um)     (um^2/H)  (um^2/H)  (um^2/H)  (um^2/H)  (um^2/H)  (um^2/H) 
1.107E+00 3.041E-16 2.512E-16 1.132E-14 1.113E-17 8.147E-17 5.189E-15
1.117E+00 2.560E-16 2.362E-16 1.122E-14 1.103E-17 8.077E-17 5.048E-15
1.127E+00 2.242E-16 2.254E-16 1.112E-14 1.094E-17 8.007E-17 4.911E-15
1.138E+00 2.035E-16 2.174E-16 1.102E-14 1.085E-17 7.937E-17 4.777E-15
1.148E+00 1.910E-16 2.116E-16 1.091E-14 1.075E-17 7.868E-17 4.648E-15
1.159E+00 1.851E-16 2.075E-16 1.081E-14 1.066E-17 7.799E-17 4.521E-15
1.169E+00 1.848E-16 2.049E-16 1.071E-14 1.057E-17 7.732E-17 4.398E-15
1.180E+00 1.896E-16 2.036E-16 1.061E-14 1.048E-17 7.664E-17 4.279E-15
1.191E+00 1.994E-16 2.037E-16 1.051E-14 1.039E-17 7.598E-17 4.163E-15
1.202E+00 2.139E-16 2.050E-16 1.041E-14 1.030E-17 7.532E-17 4.050E-15
1.213E+00 2.325E-16 2.074E-16 1.032E-14 1.021E-17 7.467E-17 3.940E-15
1.225E+00 2.535E-16 2.105E-16 1.022E-14 1.012E-17 7.402E-17 3.833E-15
1.236E+00 2.738E-16 2.135E-16 1.012E-14 1.004E-17 7.338E-17 3.730E-15
1.247E+00 2.885E-16 2.151E-16 1.001E-14 9.956E-18 7.277E-17 3.628E-15
1.259E+00 2.928E-16 2.141E-16 9.912E-15 9.876E-18 7.218E-17 3.530E-15
1.271E+00 2.843E-16 2.098E-16 9.811E-15 9.797E-18 7.159E-17 3.436E-15
1.282E+00 2.646E-16 2.027E-16 9.712E-15 9.718E-18 7.101E-17 3.344E-15
1.294E+00 2.381E-16 1.940E-16 9.615E-15 9.640E-18 7.043E-17 3.254E-15
1.306E+00 2.097E-16 1.848E-16 9.518E-15 9.564E-18 6.987E-17 3.168E-15
1.318E+00 1.826E-16 1.759E-16 9.422E-15 9.488E-18 6.931E-17 3.084E-15
1.330E+00 1.585E-16 1.678E-16 9.325E-15 9.413E-18 6.875E-17 3.002E-15
1.343E+00 1.379E-16 1.607E-16 9.226E-15 9.338E-18 6.820E-17 2.922E-15
1.355E+00 1.206E-16 1.545E-16 9.126E-15 9.265E-18 6.766E-17 2.845E-15
1.368E+00 1.062E-16 1.490E-16 9.026E-15 9.192E-18 6.712E-17 2.770E-15
1.380E+00 9.415E-17 1.441E-16 8.926E-15 9.119E-18 6.659E-17 2.696E-15
1.393E+00 8.411E-17 1.398E-16 8.829E-15 9.048E-18 6.606E-17 2.625E-15
1.406E+00 7.565E-17 1.359E-16 8.732E-15 8.976E-18 6.553E-17 2.555E-15
1.419E+00 6.847E-17 1.324E-16 8.637E-15 8.906E-18 6.501E-17 2.488E-15
1.432E+00 6.234E-17 1.291E-16 8.543E-15 8.836E-18 6.450E-17 2.422E-15
1.445E+00 5.705E-17 1.261E-16 8.448E-15 8.766E-18 6.399E-17 2.358E-15
1.459E+00 5.246E-17 1.234E-16 8.352E-15 8.698E-18 6.348E-17 2.296E-15
1.472E+00 4.844E-17 1.208E-16 8.256E-15 8.630E-18 6.298E-17 2.236E-15
1.486E+00 4.490E-17 1.183E-16 8.159E-15 8.562E-18 6.248E-17 2.178E-15
1.500E+00 4.175E-17 1.160E-16 8.064E-15 8.496E-18 6.199E-17 2.121E-15
1.514E+00 3.894E-17 1.138E-16 7.969E-15 8.429E-18 6.150E-17 2.066E-15
1.528E+00 3.642E-17 1.117E-16 7.876E-15 8.364E-18 6.102E-17 2.013E-15
1.542E+00 3.413E-17 1.097E-16 7.784E-15 8.298E-18 6.054E-17 1.961E-15
1.556E+00 3.206E-17 1.077E-16 7.693E-15 8.233E-18 6.006E-17 1.910E-15
1.570E+00 3.017E-17 1.058E-16 7.601E-15 8.168E-18 5.959E-17 1.861E-15
1.585E+00 2.843E-17 1.040E-16 7.510E-15 8.104E-18 5.911E-17 1.813E-15
1.600E+00 2.682E-17 1.023E-16 7.417E-15 8.041E-18 5.865E-17 1.766E-15
1.614E+00 2.534E-17 1.006E-16 7.325E-15 7.977E-18 5.818E-17 1.721E-15
1.629E+00 2.395E-17 9.889E-17 7.233E-15 7.915E-18 5.772E-17 1.677E-15
1.644E+00 2.265E-17 9.726E-17 7.142E-15 7.853E-18 5.727E-17 1.634E-15
1.660E+00 2.143E-17 9.565E-17 7.052E-15 7.791E-18 5.682E-17 1.593E-15
1.675E+00 2.026E-17 9.407E-17 6.964E-15 7.731E-18 5.637E-17 1.553E-15
1.690E+00 1.915E-17 9.252E-17 6.875E-15 7.671E-18 5.593E-17 1.514E-15
1.706E+00 1.807E-17 9.100E-17 6.788E-15 7.611E-18 5.550E-17 1.476E-15
1.722E+00 1.702E-17 8.950E-17 6.700E-15 7.553E-18 5.507E-17 1.439E-15
1.738E+00 1.597E-17 8.801E-17 6.612E-15 7.495E-18 5.465E-17 1.404E-15
1.754E+00 1.492E-17 8.654E-17 6.525E-15 7.439E-18 5.423E-17 1.369E-15
1.770E+00 1.383E-17 8.508E-17 6.437E-15 7.383E-18 5.382E-17 1.336E-15
1.786E+00 1.269E-17 8.363E-17 6.351E-15 7.328E-18 5.342E-17 1.303E-15
1.803E+00 1.145E-17 8.216E-17 6.265E-15 7.275E-18 5.303E-17 1.272E-15
1.820E+00 1.010E-17 8.069E-17 6.181E-15 7.222E-18 5.264E-17 1.241E-15
1.837E+00 8.601E-18 7.920E-17 6.097E-15 7.170E-18 5.226E-17 1.212E-15
1.854E+00 6.992E-18 7.769E-17 6.014E-15 7.119E-18 5.189E-17 1.183E-15
1.871E+00 5.394E-18 7.620E-17 5.931E-15 7.069E-18 5.152E-17 1.155E-15
1.888E+00 4.058E-18 7.480E-17 5.848E-15 7.019E-18 5.115E-17 1.128E-15
1.905E+00 3.283E-18 7.356E-17 5.766E-15 6.969E-18 5.079E-17 1.102E-15
1.923E+00 3.206E-18 7.251E-17 5.684E-15 6.920E-18 5.043E-17 1.077E-15
1.941E+00 3.675E-18 7.162E-17 5.603E-15 6.872E-18 5.007E-17 1.052E-15
1.959E+00 4.383E-18 7.080E-17 5.523E-15 6.823E-18 4.972E-17 1.029E-15
1.977E+00 5.082E-18 7.000E-17 5.443E-15 6.776E-18 4.937E-17 1.005E-15
1.995E+00 5.653E-18 6.918E-17 5.365E-15 6.729E-18 4.903E-17 9.831E-16
2.014E+00 6.068E-18 6.834E-17 5.287E-15 6.682E-18 4.868E-17 9.615E-16
2.032E+00 6.344E-18 6.747E-17 5.210E-15 6.635E-18 4.834E-17 9.405E-16
2.051E+00 6.509E-18 6.659E-17 5.133E-15 6.590E-18 4.801E-17 9.201E-16
2.070E+00 6.588E-18 6.571E-17 5.056E-15 6.544E-18 4.768E-17 9.003E-16
2.089E+00 6.605E-18 6.481E-17 4.981E-15 6.499E-18 4.734E-17 8.811E-16
2.109E+00 6.576E-18 6.391E-17 4.906E-15 6.454E-18 4.702E-17 8.625E-16
2.128E+00 6.514E-18 6.302E-17 4.832E-15 6.410E-18 4.669E-17 8.444E-16
2.148E+00 6.429E-18 6.213E-17 4.758E-15 6.367E-18 4.638E-17 8.269E-16
2.168E+00 6.328E-18 6.124E-17 4.685E-15 6.325E-18 4.607E-17 8.100E-16
2.188E+00 6.215E-18 6.037E-17 4.613E-15 6.283E-18 4.577E-17 7.935E-16
2.208E+00 6.096E-18 5.950E-17 4.541E-15 6.242E-18 4.546E-17 7.776E-16
2.228E+00 5.972E-18 5.864E-17 4.470E-15 6.200E-18 4.516E-17 7.622E-16
2.249E+00 5.846E-18 5.780E-17 4.400E-15 6.159E-18 4.486E-17 7.473E-16
2.270E+00 5.720E-18 5.697E-17 4.330E-15 6.118E-18 4.456E-17 7.328E-16
2.291E+00 5.594E-18 5.615E-17 4.262E-15 6.077E-18 4.426E-17 7.187E-16
2.312E+00 5.469E-18 5.534E-17 4.193E-15 6.037E-18 4.397E-17 7.050E-16
2.333E+00 5.346E-18 5.455E-17 4.126E-15 5.998E-18 4.368E-17 6.918E-16
2.355E+00 5.227E-18 5.377E-17 4.059E-15 5.958E-18 4.339E-17 6.789E-16
2.377E+00 5.110E-18 5.300E-17 3.994E-15 5.920E-18 4.311E-17 6.664E-16
2.399E+00 4.996E-18 5.225E-17 3.928E-15 5.881E-18 4.283E-17 6.543E-16
2.421E+00 4.885E-18 5.151E-17 3.864E-15 5.843E-18 4.255E-17 6.425E-16
2.443E+00 4.778E-18 5.079E-17 3.800E-15 5.806E-18 4.228E-17 6.310E-16
2.466E+00 4.674E-18 5.009E-17 3.737E-15 5.769E-18 4.201E-17 6.199E-16
2.489E+00 4.574E-18 4.938E-17 3.674E-15 5.732E-18 4.174E-17 6.092E-16
2.512E+00 4.476E-18 4.868E-17 3.613E-15 5.696E-18 4.147E-17 5.987E-16
2.535E+00 4.382E-18 4.798E-17 3.551E-15 5.660E-18 4.121E-17 5.887E-16
2.559E+00 4.291E-18 4.730E-17 3.491E-15 5.624E-18 4.095E-17 5.789E-16
2.582E+00 4.203E-18 4.662E-17 3.432E-15 5.589E-18 4.070E-17 5.694E-16
2.606E+00 4.118E-18 4.595E-17 3.373E-15 5.555E-18 4.045E-17 5.602E-16
2.630E+00 4.037E-18 4.529E-17 3.314E-15 5.521E-18 4.020E-17 5.512E-16
2.655E+00 3.958E-18 4.464E-17 3.257E-15 5.488E-18 3.996E-17 5.425E-16
2.679E+00 3.882E-18 4.400E-17 3.200E-15 5.455E-18 3.972E-17 5.341E-16
2.704E+00 3.809E-18 4.336E-17 3.144E-15 5.422E-18 3.948E-17 5.259E-16
2.729E+00 3.740E-18 4.274E-17 3.089E-15 5.390E-18 3.925E-17 5.180E-16
2.754E+00 3.672E-18 4.212E-17 3.034E-15 5.359E-18 3.901E-17 5.103E-16
2.780E+00 3.608E-18 4.151E-17 2.980E-15 5.327E-18 3.878E-17 5.028E-16
2.805E+00 3.547E-18 4.091E-17 2.927E-15 5.296E-18 3.855E-17 4.955E-16
2.831E+00 3.488E-18 4.032E-17 2.874E-15 5.265E-18 3.833E-17 4.884E-16
2.858E+00 3.433E-18 3.974E-17 2.822E-15 5.234E-18 3.811E-17 4.815E-16
2.884E+00 3.380E-18 3.916E-17 2.771E-15 5.204E-18 3.789E-17 4.748E-16
2.911E+00 3.331E-18 3.860E-17 2.721E-15 5.175E-18 3.767E-17 4.683E-16
2.938E+00 3.285E-18 3.804E-17 2.671E-15 5.145E-18 3.746E-17 4.620E-16
2.965E+00 3.243E-18 3.749E-17 2.622E-15 5.116E-18 3.725E-17 4.558E-16
2.992E+00 3.206E-18 3.695E-17 2.574E-15 5.087E-18 3.704E-17 4.499E-16
3.020E+00 3.174E-18 3.642E-17 2.526E-15 5.059E-18 3.683E-17 4.440E-16
3.048E+00 3.150E-18 3.590E-17 2.479E-15 5.031E-18 3.662E-17 4.384E-16
3.076E+00 3.137E-18 3.539E-17 2.433E-15 5.003E-18 3.642E-17 4.329E-16
3.105E+00 3.141E-18 3.489E-17 2.388E-15 4.976E-18 3.622E-17 4.276E-16
3.133E+00 3.172E-18 3.441E-17 2.343E-15 4.952E-18 3.604E-17 4.226E-16
3.162E+00 3.254E-18 3.395E-17 2.299E-15 4.928E-18 3.587E-17 4.177E-16
3.192E+00 3.446E-18 3.351E-17 2.255E-15 4.905E-18 3.570E-17 4.131E-16
3.221E+00 3.927E-18 3.315E-17 2.212E-15 4.882E-18 3.554E-17 4.085E-16
3.251E+00 5.445E-18 3.302E-17 2.170E-15 4.860E-18 3.538E-17 4.041E-16
3.281E+00 1.277E-17 3.417E-17 2.129E-15 4.837E-18 3.521E-17 3.997E-16
3.311E+00 1.733E-17 3.472E-17 2.088E-15 4.812E-18 3.503E-17 3.954E-16
3.342E+00 6.248E-18 3.184E-17 2.048E-15 4.787E-18 3.484E-17 3.911E-16
3.373E+00 4.014E-18 3.091E-17 2.008E-15 4.762E-18 3.466E-17 3.868E-16
3.404E+00 3.326E-18 3.032E-17 1.970E-15 4.736E-18 3.447E-17 3.826E-16
3.436E+00 3.025E-18 2.982E-17 1.931E-15 4.710E-18 3.428E-17 3.785E-16
3.467E+00 2.862E-18 2.937E-17 1.894E-15 4.684E-18 3.409E-17 3.744E-16
3.499E+00 2.760E-18 2.893E-17 1.857E-15 4.657E-18 3.390E-17 3.705E-16
3.532E+00 2.690E-18 2.850E-17 1.820E-15 4.631E-18 3.371E-17 3.666E-16
3.565E+00 2.638E-18 2.809E-17 1.785E-15 4.605E-18 3.352E-17 3.628E-16
3.597E+00 2.598E-18 2.768E-17 1.750E-15 4.579E-18 3.333E-17 3.590E-16
3.631E+00 2.565E-18 2.728E-17 1.715E-15 4.553E-18 3.314E-17 3.554E-16
3.664E+00 2.539E-18 2.689E-17 1.681E-15 4.527E-18 3.295E-17 3.518E-16
3.698E+00 2.517E-18 2.651E-17 1.648E-15 4.501E-18 3.276E-17 3.483E-16
3.733E+00 2.499E-18 2.613E-17 1.615E-15 4.476E-18 3.258E-17 3.448E-16
3.767E+00 2.484E-18 2.576E-17 1.583E-15 4.451E-18 3.239E-17 3.415E-16
3.802E+00 2.472E-18 2.540E-17 1.552E-15 4.426E-18 3.221E-17 3.382E-16
3.837E+00 2.462E-18 2.504E-17 1.521E-15 4.401E-18 3.203E-17 3.350E-16
3.873E+00 2.455E-18 2.469E-17 1.490E-15 4.376E-18 3.185E-17 3.318E-16
3.908E+00 2.450E-18 2.434E-17 1.461E-15 4.353E-18 3.168E-17 3.288E-16
3.945E+00 2.448E-18 2.400E-17 1.431E-15 4.329E-18 3.151E-17 3.258E-16
3.981E+00 2.448E-18 2.367E-17 1.402E-15 4.306E-18 3.134E-17 3.229E-16
4.018E+00 2.451E-18 2.334E-17 1.374E-15 4.282E-18 3.117E-17 3.200E-16
4.055E+00 2.456E-18 2.301E-17 1.346E-15 4.259E-18 3.100E-17 3.172E-16
4.093E+00 2.463E-18 2.270E-17 1.319E-15 4.236E-18 3.082E-17 3.144E-16
4.130E+00 2.473E-18 2.238E-17 1.293E-15 4.212E-18 3.065E-17 3.117E-16
4.169E+00 2.486E-18 2.207E-17 1.266E-15 4.186E-18 3.047E-17 3.088E-16
4.207E+00 2.502E-18 2.176E-17 1.241E-15 4.161E-18 3.028E-17 3.060E-16
4.246E+00 2.521E-18 2.146E-17 1.216E-15 4.136E-18 3.010E-17 3.033E-16
4.285E+00 2.543E-18 2.116E-17 1.191E-15 4.111E-18 2.992E-17 3.006E-16
4.325E+00 2.569E-18 2.087E-17 1.167E-15 4.087E-18 2.974E-17 2.980E-16
4.365E+00 2.599E-18 2.058E-17 1.143E-15 4.062E-18 2.956E-17 2.954E-16
4.406E+00 2.633E-18 2.030E-17 1.120E-15 4.038E-18 2.939E-17 2.929E-16
4.446E+00 2.672E-18 2.002E-17 1.097E-15 4.015E-18 2.922E-17 2.904E-16
4.487E+00 2.717E-18 1.975E-17 1.075E-15 3.993E-18 2.906E-17 2.881E-16
4.529E+00 2.767E-18 1.949E-17 1.053E-15 3.972E-18 2.890E-17 2.858E-16
4.571E+00 2.825E-18 1.923E-17 1.032E-15 3.951E-18 2.875E-17 2.837E-16
4.613E+00 2.891E-18 1.898E-17 1.011E-15 3.931E-18 2.861E-17 2.815E-16
4.656E+00 2.966E-18 1.873E-17 9.902E-16 3.912E-18 2.847E-17 2.795E-16
4.699E+00 3.053E-18 1.849E-17 9.702E-16 3.893E-18 2.833E-17 2.775E-16
4.742E+00 3.154E-18 1.826E-17 9.505E-16 3.874E-18 2.819E-17 2.756E-16
4.786E+00 3.272E-18 1.804E-17 9.312E-16 3.857E-18 2.807E-17 2.738E-16
4.831E+00 3.413E-18 1.783E-17 9.124E-16 3.841E-18 2.795E-17 2.721E-16
4.875E+00 3.583E-18 1.763E-17 8.939E-16 3.827E-18 2.785E-17 2.704E-16
4.920E+00 3.795E-18 1.744E-17 8.758E-16 3.812E-18 2.774E-17 2.689E-16
4.966E+00 4.068E-18 1.728E-17 8.581E-16 3.799E-18 2.764E-17 2.674E-16
5.012E+00 4.435E-18 1.714E-17 8.407E-16 3.786E-18 2.755E-17 2.660E-16
5.058E+00 4.963E-18 1.704E-17 8.237E-16 3.774E-18 2.747E-17 2.647E-16
5.105E+00 5.781E-18 1.702E-17 8.071E-16 3.764E-18 2.739E-17 2.634E-16
5.152E+00 7.164E-18 1.714E-17 7.908E-16 3.755E-18 2.732E-17 2.623E-16
5.200E+00 9.566E-18 1.752E-17 7.748E-16 3.747E-18 2.727E-17 2.613E-16
5.248E+00 1.260E-17 1.807E-17 7.592E-16 3.741E-18 2.722E-17 2.605E-16
5.297E+00 1.277E-17 1.789E-17 7.440E-16 3.737E-18 2.719E-17 2.597E-16
5.346E+00 1.045E-17 1.708E-17 7.290E-16 3.734E-18 2.717E-17 2.590E-16
5.395E+00 9.024E-18 1.650E-17 7.144E-16 3.732E-18 2.715E-17 2.585E-16
5.445E+00 8.762E-18 1.622E-17 7.001E-16 3.731E-18 2.715E-17 2.580E-16
5.495E+00 9.391E-18 1.617E-17 6.861E-16 3.731E-18 2.715E-17 2.577E-16
5.546E+00 1.099E-17 1.637E-17 6.725E-16 3.734E-18 2.717E-17 2.574E-16
5.598E+00 1.405E-17 1.695E-17 6.591E-16 3.737E-18 2.719E-17 2.573E-16
5.649E+00 1.902E-17 1.802E-17 6.460E-16 3.742E-18 2.723E-17 2.573E-16
5.702E+00 2.274E-17 1.877E-17 6.332E-16 3.750E-18 2.729E-17 2.574E-16
5.754E+00 2.064E-17 1.804E-17 6.207E-16 3.759E-18 2.735E-17 2.577E-16
5.808E+00 1.785E-17 1.714E-17 6.084E-16 3.769E-18 2.742E-17 2.580E-16
5.861E+00 1.744E-17 1.684E-17 5.964E-16 3.780E-18 2.750E-17 2.585E-16
5.916E+00 1.929E-17 1.713E-17 5.847E-16 3.792E-18 2.759E-17 2.590E-16
5.970E+00 2.369E-17 1.807E-17 5.732E-16 3.806E-18 2.769E-17 2.596E-16
6.026E+00 3.219E-17 2.007E-17 5.620E-16 3.821E-18 2.780E-17 2.603E-16
6.081E+00 4.892E-17 2.416E-17 5.510E-16 3.836E-18 2.791E-17 2.610E-16
6.138E+00 8.272E-17 3.262E-17 5.403E-16 3.851E-18 2.802E-17 2.618E-16
6.194E+00 1.325E-16 4.517E-17 5.299E-16 3.868E-18 2.814E-17 2.626E-16
6.252E+00 1.291E-16 4.415E-17 5.194E-16 3.879E-18 2.823E-17 2.631E-16
6.310E+00 8.108E-17 3.153E-17 5.095E-16 3.889E-18 2.830E-17 2.636E-16
6.368E+00 5.173E-17 2.401E-17 4.997E-16 3.898E-18 2.836E-17 2.639E-16
6.427E+00 3.861E-17 2.051E-17 4.900E-16 3.904E-18 2.840E-17 2.640E-16
6.486E+00 3.344E-17 1.904E-17 4.805E-16 3.908E-18 2.843E-17 2.641E-16
6.546E+00 3.233E-17 1.860E-17 4.712E-16 3.910E-18 2.845E-17 2.640E-16
6.607E+00 3.321E-17 1.867E-17 4.621E-16 3.912E-18 2.846E-17 2.639E-16
6.668E+00 3.436E-17 1.882E-17 4.532E-16 3.912E-18 2.847E-17 2.637E-16
6.730E+00 3.447E-17 1.869E-17 4.445E-16 3.911E-18 2.845E-17 2.634E-16
6.792E+00 3.359E-17 1.832E-17 4.360E-16 3.908E-18 2.844E-17 2.630E-16
6.855E+00 3.276E-17 1.796E-17 4.277E-16 3.908E-18 2.844E-17 2.628E-16
6.918E+00 3.284E-17 1.784E-17 4.196E-16 3.910E-18 2.845E-17 2.627E-16
6.982E+00 3.414E-17 1.803E-17 4.116E-16 3.917E-18 2.850E-17 2.629E-16
7.047E+00 3.675E-17 1.856E-17 4.038E-16 3.937E-18 2.864E-17 2.640E-16
7.112E+00 4.068E-17 1.942E-17 3.962E-16 3.961E-18 2.882E-17 2.655E-16
7.178E+00 4.600E-17 2.065E-17 3.887E-16 4.012E-18 2.919E-17 2.686E-16
7.244E+00 5.291E-17 2.228E-17 3.814E-16 4.109E-18 2.990E-17 2.749E-16
7.311E+00 6.192E-17 2.445E-17 3.743E-16 4.242E-18 3.086E-17 2.835E-16
7.379E+00 7.423E-17 2.746E-17 3.673E-16 4.432E-18 3.224E-17 2.959E-16
7.447E+00 9.194E-17 3.186E-17 3.604E-16 4.726E-18 3.438E-17 3.153E-16
7.516E+00 1.158E-16 3.784E-17 3.538E-16 5.122E-18 3.727E-17 3.414E-16
7.586E+00 1.363E-16 4.294E-17 3.472E-16 5.674E-18 4.128E-17 3.779E-16
7.656E+00 1.381E-16 4.328E-17 3.408E-16 6.401E-18 4.658E-17 4.259E-16
7.727E+00 1.319E-16 4.157E-17 3.344E-16 7.302E-18 5.313E-17 4.855E-16
7.798E+00 1.292E-16 4.075E-17 3.282E-16 8.403E-18 6.114E-17 5.583E-16
7.870E+00 1.206E-16 3.842E-17 3.221E-16 9.728E-18 7.078E-17 6.460E-16
7.943E+00 1.003E-16 3.310E-17 3.161E-16 1.127E-17 8.197E-17 7.477E-16
8.017E+00 7.786E-17 2.723E-17 3.102E-16 1.302E-17 9.476E-17 8.640E-16
8.091E+00 6.085E-17 2.272E-17 3.045E-16 1.502E-17 1.093E-16 9.960E-16
8.166E+00 5.002E-17 1.977E-17 2.989E-16 1.720E-17 1.252E-16 1.140E-15
8.241E+00 4.399E-17 1.802E-17 2.934E-16 1.956E-17 1.423E-16 1.297E-15
8.318E+00 4.110E-17 1.706E-17 2.880E-16 2.178E-17 1.585E-16 1.443E-15
8.395E+00 4.044E-17 1.664E-17 2.828E-16 2.379E-17 1.731E-16 1.576E-15
8.472E+00 4.317E-17 1.702E-17 2.777E-16 2.557E-17 1.861E-16 1.694E-15
8.551E+00 4.921E-17 1.815E-17 2.727E-16 2.729E-17 1.985E-16 1.808E-15
8.630E+00 4.957E-17 1.806E-17 2.677E-16 2.909E-17 2.116E-16 1.927E-15
8.710E+00 3.911E-17 1.561E-17 2.629E-16 3.113E-17 2.265E-16 2.062E-15
8.790E+00 2.822E-17 1.308E-17 2.582E-16 3.348E-17 2.436E-16 2.217E-15
8.872E+00 2.108E-17 1.138E-17 2.536E-16 3.612E-17 2.628E-16 2.392E-15
8.954E+00 1.665E-17 1.028E-17 2.491E-16 3.898E-17 2.836E-16 2.582E-15
9.036E+00 1.376E-17 9.536E-18 2.446E-16 4.194E-17 3.051E-16 2.778E-15
9.120E+00 1.177E-17 8.989E-18 2.403E-16 4.476E-17 3.257E-16 2.966E-15
9.204E+00 1.032E-17 8.567E-18 2.361E-16 4.721E-17 3.435E-16 3.130E-15
9.290E+00 9.230E-18 8.227E-18 2.320E-16 4.911E-17 3.573E-16 3.257E-15
9.376E+00 8.374E-18 7.945E-18 2.279E-16 5.029E-17 3.659E-16 3.338E-15
9.462E+00 7.689E-18 7.702E-18 2.240E-16 5.074E-17 3.692E-16 3.370E-15
9.550E+00 7.132E-18 7.491E-18 2.201E-16 5.054E-17 3.677E-16 3.359E-15
9.638E+00 6.673E-18 7.305E-18 2.163E-16 4.983E-17 3.625E-16 3.313E-15
9.727E+00 6.292E-18 7.139E-18 2.125E-16 4.877E-17 3.548E-16 3.244E-15
9.817E+00 5.976E-18 6.991E-18 2.089E-16 4.768E-17 3.469E-16 3.173E-15
9.908E+00 5.713E-18 6.856E-18 2.053E-16 4.663E-17 3.392E-16 3.104E-15
1.000E+01 5.499E-18 6.735E-18 2.019E-16 4.564E-17 3.321E-16 3.039E-15
1.009E+01 5.328E-18 6.626E-18 1.985E-16 4.476E-17 3.257E-16 2.982E-15
1.019E+01 5.199E-18 6.528E-18 1.951E-16 4.388E-17 3.193E-16 2.923E-15
1.028E+01 5.113E-18 6.441E-18 1.918E-16 4.287E-17 3.119E-16 2.857E-15
1.038E+01 5.076E-18 6.367E-18 1.886E-16 4.159E-17 3.026E-16 2.773E-15
1.047E+01 5.101E-18 6.308E-18 1.855E-16 4.000E-17 2.910E-16 2.667E-15
1.057E+01 5.219E-18 6.272E-18 1.825E-16 3.819E-17 2.779E-16 2.547E-15
1.067E+01 5.470E-18 6.267E-18 1.795E-16 3.635E-17 2.645E-16 2.425E-15
1.076E+01 5.774E-18 6.276E-18 1.766E-16 3.466E-17 2.522E-16 2.312E-15
1.086E+01 6.371E-18 6.351E-18 1.737E-16 3.313E-17 2.410E-16 2.211E-15
1.096E+01 7.603E-18 6.568E-18 1.710E-16 3.178E-17 2.312E-16 2.121E-15
1.107E+01 1.039E-17 7.129E-18 1.683E-16 3.051E-17 2.220E-16 2.036E-15
1.117E+01 1.894E-17 8.962E-18 1.657E-16 2.923E-17 2.126E-16 1.950E-15
1.127E+01 2.615E-17 1.051E-17 1.633E-16 2.799E-17 2.036E-16 1.868E-15
1.138E+01 1.967E-17 9.074E-18 1.614E-16 2.684E-17 1.953E-16 1.791E-15
1.148E+01 1.380E-17 8.216E-18 1.669E-16 2.576E-17 1.874E-16 1.719E-15
1.159E+01 1.028E-17 6.858E-18 1.557E-16 2.478E-17 1.803E-16 1.654E-15
1.169E+01 8.989E-18 6.492E-18 1.525E-16 2.381E-17 1.733E-16 1.589E-15
1.180E+01 9.020E-18 6.460E-18 1.502E-16 2.278E-17 1.658E-16 1.520E-15
1.191E+01 9.686E-18 6.570E-18 1.480E-16 2.175E-17 1.583E-16 1.451E-15
1.202E+01 9.879E-18 6.576E-18 1.458E-16 2.075E-17 1.510E-16 1.385E-15
1.213E+01 9.227E-18 6.397E-18 1.437E-16 1.978E-17 1.439E-16 1.320E-15
1.225E+01 8.767E-18 6.263E-18 1.416E-16 1.892E-17 1.376E-16 1.262E-15
1.236E+01 9.190E-18 6.324E-18 1.396E-16 1.813E-17 1.319E-16 1.209E-15
1.247E+01 1.057E-17 6.591E-18 1.376E-16 1.734E-17 1.262E-16 1.156E-15
1.259E+01 1.187E-17 6.842E-18 1.356E-16 1.657E-17 1.205E-16 1.105E-15
1.271E+01 1.108E-17 6.637E-18 1.337E-16 1.581E-17 1.150E-16 1.054E-15
1.282E+01 8.987E-18 6.147E-18 1.319E-16 1.507E-17 1.097E-16 1.005E-15
1.294E+01 7.347E-18 5.757E-18 1.301E-16 1.439E-17 1.047E-16 9.591E-16
1.306E+01 6.439E-18 5.529E-18 1.283E-16 1.379E-17 1.003E-16 9.187E-16
1.318E+01 6.101E-18 5.427E-18 1.266E-16 1.322E-17 9.622E-17 8.811E-16
1.330E+01 6.214E-18 5.427E-18 1.250E-16 1.267E-17 9.217E-17 8.439E-16
1.343E+01 6.494E-18 5.465E-18 1.234E-16 1.215E-17 8.839E-17 8.091E-16
1.355E+01 6.243E-18 5.388E-18 1.219E-16 1.166E-17 8.483E-17 7.763E-16
1.368E+01 5.528E-18 5.211E-18 1.204E-16 1.123E-17 8.172E-17 7.477E-16
1.380E+01 4.956E-18 5.068E-18 1.190E-16 1.088E-17 7.916E-17 7.241E-16
1.393E+01 4.663E-18 4.990E-18 1.176E-16 1.064E-17 7.742E-17 7.080E-16
1.406E+01 4.645E-18 4.979E-18 1.163E-16 1.050E-17 7.639E-17 6.983E-16
1.419E+01 4.722E-18 4.990E-18 1.150E-16 1.047E-17 7.617E-17 6.961E-16
1.432E+01 4.362E-18 4.890E-18 1.138E-16 1.053E-17 7.660E-17 6.999E-16
1.445E+01 4.047E-18 4.801E-18 1.126E-16 1.067E-17 7.763E-17 7.092E-16
1.459E+01 3.881E-18 4.752E-18 1.115E-16 1.087E-17 7.910E-17 7.224E-16
