               WD01/DL07 grain model for R_V=3.1, q_PAH=0.046
 2.000E-03 = a1 (um)
 2.000E-02 = a2 (um)
                              sigma_abs (um^2/H)
           --------- carbon -----------  -------- silicate ----------
lambda      a<a1     a1<a<a2    a2<a      a<a1     a1<a<a2    a2<a 
 (um)     (um^2/H)  (um^2/H)  (um^2/H)  (um^2/H)  (um^2/H)  (um^2/H) 
1.148E+00 1.910E-16 2.114E-16 5.063E-15 1.075E-17 7.848E-17 1.065E-15
1.159E+00 1.851E-16 2.073E-16 5.017E-15 1.066E-17 7.780E-17 1.050E-15
1.169E+00 1.848E-16 2.046E-16 4.971E-15 1.057E-17 7.713E-17 1.034E-15
1.180E+00 1.896E-16 2.034E-16 4.927E-15 1.048E-17 7.647E-17 1.019E-15
1.191E+00 1.994E-16 2.034E-16 4.883E-15 1.039E-17 7.581E-17 1.005E-15
1.202E+00 2.139E-16 2.047E-16 4.840E-15 1.030E-17 7.516E-17 9.901E-16
1.213E+00 2.325E-16 2.072E-16 4.797E-15 1.021E-17 7.451E-17 9.759E-16
1.225E+00 2.535E-16 2.103E-16 4.754E-15 1.012E-17 7.387E-17 9.621E-16
1.236E+00 2.738E-16 2.132E-16 4.711E-15 1.004E-17 7.323E-17 9.485E-16
1.247E+00 2.885E-16 2.149E-16 4.668E-15 9.956E-18 7.263E-17 9.355E-16
1.259E+00 2.928E-16 2.139E-16 4.624E-15 9.876E-18 7.204E-17 9.230E-16
1.271E+00 2.843E-16 2.096E-16 4.581E-15 9.797E-18 7.146E-17 9.107E-16
1.282E+00 2.646E-16 2.026E-16 4.539E-15 9.718E-18 7.088E-17 8.987E-16
1.294E+00 2.381E-16 1.938E-16 4.497E-15 9.640E-18 7.031E-17 8.870E-16
1.306E+00 2.097E-16 1.846E-16 4.456E-15 9.564E-18 6.975E-17 8.755E-16
1.318E+00 1.826E-16 1.757E-16 4.415E-15 9.488E-18 6.919E-17 8.643E-16
1.330E+00 1.585E-16 1.677E-16 4.375E-15 9.413E-18 6.864E-17 8.533E-16
1.343E+00 1.379E-16 1.606E-16 4.334E-15 9.338E-18 6.810E-17 8.425E-16
1.355E+00 1.206E-16 1.543E-16 4.293E-15 9.265E-18 6.756E-17 8.320E-16
1.368E+00 1.062E-16 1.488E-16 4.252E-15 9.192E-18 6.702E-17 8.216E-16
1.380E+00 9.415E-17 1.440E-16 4.211E-15 9.119E-18 6.649E-17 8.114E-16
1.393E+00 8.411E-17 1.397E-16 4.171E-15 9.048E-18 6.597E-17 8.014E-16
1.406E+00 7.565E-17 1.358E-16 4.132E-15 8.976E-18 6.545E-17 7.916E-16
1.419E+00 6.847E-17 1.322E-16 4.094E-15 8.906E-18 6.493E-17 7.820E-16
1.432E+00 6.234E-17 1.290E-16 4.055E-15 8.836E-18 6.442E-17 7.725E-16
1.445E+00 5.705E-17 1.260E-16 4.017E-15 8.766E-18 6.391E-17 7.632E-16
1.459E+00 5.246E-17 1.232E-16 3.979E-15 8.698E-18 6.340E-17 7.541E-16
1.472E+00 4.844E-17 1.207E-16 3.941E-15 8.630E-18 6.291E-17 7.452E-16
1.486E+00 4.490E-17 1.182E-16 3.903E-15 8.562E-18 6.241E-17 7.364E-16
1.500E+00 4.175E-17 1.159E-16 3.865E-15 8.496E-18 6.192E-17 7.278E-16
1.514E+00 3.894E-17 1.137E-16 3.828E-15 8.429E-18 6.144E-17 7.194E-16
1.528E+00 3.642E-17 1.116E-16 3.791E-15 8.364E-18 6.096E-17 7.110E-16
1.542E+00 3.413E-17 1.096E-16 3.755E-15 8.298E-18 6.048E-17 7.028E-16
1.556E+00 3.206E-17 1.076E-16 3.719E-15 8.233E-18 6.000E-17 6.947E-16
1.570E+00 3.017E-17 1.058E-16 3.683E-15 8.168E-18 5.953E-17 6.867E-16
1.585E+00 2.843E-17 1.040E-16 3.647E-15 8.104E-18 5.906E-17 6.789E-16
1.600E+00 2.682E-17 1.022E-16 3.611E-15 8.041E-18 5.859E-17 6.711E-16
1.614E+00 2.534E-17 1.005E-16 3.575E-15 7.977E-18 5.813E-17 6.635E-16
1.629E+00 2.395E-17 9.882E-17 3.539E-15 7.915E-18 5.768E-17 6.560E-16
1.644E+00 2.265E-17 9.719E-17 3.504E-15 7.853E-18 5.722E-17 6.487E-16
1.660E+00 2.143E-17 9.558E-17 3.469E-15 7.791E-18 5.677E-17 6.414E-16
1.675E+00 2.026E-17 9.401E-17 3.434E-15 7.731E-18 5.633E-17 6.342E-16
1.690E+00 1.915E-17 9.246E-17 3.399E-15 7.671E-18 5.589E-17 6.272E-16
1.706E+00 1.807E-17 9.094E-17 3.365E-15 7.611E-18 5.546E-17 6.204E-16
1.722E+00 1.702E-17 8.944E-17 3.331E-15 7.553E-18 5.503E-17 6.136E-16
1.738E+00 1.597E-17 8.796E-17 3.297E-15 7.495E-18 5.461E-17 6.070E-16
1.754E+00 1.492E-17 8.649E-17 3.262E-15 7.439E-18 5.419E-17 6.005E-16
1.770E+00 1.383E-17 8.503E-17 3.229E-15 7.383E-18 5.378E-17 5.942E-16
1.786E+00 1.269E-17 8.358E-17 3.195E-15 7.328E-18 5.339E-17 5.880E-16
1.803E+00 1.145E-17 8.212E-17 3.162E-15 7.275E-18 5.300E-17 5.819E-16
1.820E+00 1.010E-17 8.064E-17 3.129E-15 7.222E-18 5.261E-17 5.760E-16
1.837E+00 8.600E-18 7.915E-17 3.096E-15 7.170E-18 5.223E-17 5.702E-16
1.854E+00 6.992E-18 7.765E-17 3.063E-15 7.119E-18 5.186E-17 5.644E-16
1.871E+00 5.394E-18 7.616E-17 3.031E-15 7.069E-18 5.149E-17 5.588E-16
1.888E+00 4.058E-18 7.476E-17 2.999E-15 7.019E-18 5.112E-17 5.533E-16
1.905E+00 3.283E-18 7.352E-17 2.966E-15 6.969E-18 5.076E-17 5.479E-16
1.923E+00 3.206E-18 7.247E-17 2.934E-15 6.920E-18 5.041E-17 5.425E-16
1.941E+00 3.675E-18 7.158E-17 2.903E-15 6.872E-18 5.005E-17 5.372E-16
1.959E+00 4.383E-18 7.077E-17 2.871E-15 6.823E-18 4.970E-17 5.320E-16
1.977E+00 5.082E-18 6.997E-17 2.840E-15 6.776E-18 4.935E-17 5.269E-16
1.995E+00 5.653E-18 6.915E-17 2.809E-15 6.729E-18 4.901E-17 5.219E-16
2.014E+00 6.068E-18 6.831E-17 2.778E-15 6.682E-18 4.866E-17 5.169E-16
2.032E+00 6.344E-18 6.744E-17 2.747E-15 6.635E-18 4.833E-17 5.120E-16
2.051E+00 6.509E-18 6.656E-17 2.717E-15 6.590E-18 4.799E-17 5.072E-16
2.070E+00 6.588E-18 6.568E-17 2.687E-15 6.544E-18 4.766E-17 5.024E-16
2.089E+00 6.605E-18 6.478E-17 2.656E-15 6.499E-18 4.733E-17 4.977E-16
2.109E+00 6.576E-18 6.389E-17 2.626E-15 6.454E-18 4.700E-17 4.931E-16
2.128E+00 6.514E-18 6.300E-17 2.596E-15 6.410E-18 4.668E-17 4.886E-16
2.148E+00 6.429E-18 6.211E-17 2.567E-15 6.367E-18 4.637E-17 4.841E-16
2.168E+00 6.328E-18 6.122E-17 2.537E-15 6.325E-18 4.606E-17 4.798E-16
2.188E+00 6.215E-18 6.034E-17 2.508E-15 6.283E-18 4.575E-17 4.756E-16
2.208E+00 6.096E-18 5.948E-17 2.479E-15 6.242E-18 4.545E-17 4.714E-16
2.228E+00 5.972E-18 5.862E-17 2.450E-15 6.200E-18 4.515E-17 4.672E-16
2.249E+00 5.846E-18 5.778E-17 2.421E-15 6.159E-18 4.484E-17 4.630E-16
2.270E+00 5.720E-18 5.695E-17 2.392E-15 6.118E-18 4.455E-17 4.590E-16
2.291E+00 5.594E-18 5.613E-17 2.364E-15 6.077E-18 4.425E-17 4.550E-16
2.312E+00 5.469E-18 5.532E-17 2.336E-15 6.037E-18 4.396E-17 4.510E-16
2.333E+00 5.346E-18 5.453E-17 2.308E-15 5.998E-18 4.367E-17 4.471E-16
2.355E+00 5.227E-18 5.375E-17 2.280E-15 5.958E-18 4.338E-17 4.433E-16
2.377E+00 5.110E-18 5.299E-17 2.253E-15 5.920E-18 4.310E-17 4.395E-16
2.399E+00 4.996E-18 5.224E-17 2.225E-15 5.881E-18 4.282E-17 4.358E-16
2.421E+00 4.885E-18 5.150E-17 2.198E-15 5.843E-18 4.254E-17 4.322E-16
2.443E+00 4.778E-18 5.078E-17 2.171E-15 5.806E-18 4.227E-17 4.286E-16
2.466E+00 4.674E-18 5.007E-17 2.145E-15 5.769E-18 4.200E-17 4.250E-16
2.489E+00 4.574E-18 4.937E-17 2.118E-15 5.732E-18 4.173E-17 4.215E-16
2.512E+00 4.476E-18 4.866E-17 2.091E-15 5.696E-18 4.147E-17 4.181E-16
2.535E+00 4.382E-18 4.797E-17 2.065E-15 5.660E-18 4.120E-17 4.147E-16
2.559E+00 4.291E-18 4.729E-17 2.039E-15 5.624E-18 4.095E-17 4.114E-16
2.582E+00 4.203E-18 4.661E-17 2.013E-15 5.589E-18 4.069E-17 4.081E-16
2.606E+00 4.118E-18 4.594E-17 1.987E-15 5.555E-18 4.044E-17 4.049E-16
2.630E+00 4.037E-18 4.528E-17 1.961E-15 5.521E-18 4.019E-17 4.017E-16
2.655E+00 3.958E-18 4.463E-17 1.936E-15 5.488E-18 3.995E-17 3.986E-16
2.679E+00 3.882E-18 4.399E-17 1.910E-15 5.455E-18 3.971E-17 3.956E-16
2.704E+00 3.809E-18 4.335E-17 1.885E-15 5.422E-18 3.947E-17 3.926E-16
2.729E+00 3.740E-18 4.273E-17 1.861E-15 5.390E-18 3.924E-17 3.897E-16
2.754E+00 3.672E-18 4.211E-17 1.836E-15 5.359E-18 3.901E-17 3.867E-16
2.780E+00 3.608E-18 4.150E-17 1.811E-15 5.327E-18 3.878E-17 3.839E-16
2.805E+00 3.547E-18 4.090E-17 1.787E-15 5.296E-18 3.855E-17 3.810E-16
2.831E+00 3.488E-18 4.031E-17 1.763E-15 5.265E-18 3.832E-17 3.783E-16
2.858E+00 3.433E-18 3.973E-17 1.739E-15 5.234E-18 3.810E-17 3.755E-16
2.884E+00 3.380E-18 3.916E-17 1.716E-15 5.204E-18 3.788E-17 3.728E-16
2.911E+00 3.331E-18 3.859E-17 1.692E-15 5.175E-18 3.767E-17 3.701E-16
2.938E+00 3.285E-18 3.803E-17 1.669E-15 5.145E-18 3.745E-17 3.675E-16
2.965E+00 3.243E-18 3.749E-17 1.646E-15 5.116E-18 3.724E-17 3.649E-16
2.992E+00 3.206E-18 3.695E-17 1.623E-15 5.087E-18 3.703E-17 3.624E-16
3.020E+00 3.174E-18 3.642E-17 1.601E-15 5.059E-18 3.682E-17 3.599E-16
3.048E+00 3.150E-18 3.590E-17 1.579E-15 5.031E-18 3.662E-17 3.574E-16
3.076E+00 3.137E-18 3.539E-17 1.556E-15 5.003E-18 3.641E-17 3.550E-16
3.105E+00 3.141E-18 3.489E-17 1.535E-15 4.976E-18 3.622E-17 3.526E-16
3.133E+00 3.172E-18 3.440E-17 1.513E-15 4.952E-18 3.604E-17 3.504E-16
3.162E+00 3.254E-18 3.394E-17 1.491E-15 4.928E-18 3.587E-17 3.483E-16
3.192E+00 3.446E-18 3.351E-17 1.470E-15 4.905E-18 3.570E-17 3.463E-16
3.221E+00 3.927E-18 3.315E-17 1.449E-15 4.882E-18 3.554E-17 3.443E-16
3.251E+00 5.445E-18 3.302E-17 1.428E-15 4.860E-18 3.538E-17 3.423E-16
3.281E+00 1.277E-17 3.417E-17 1.407E-15 4.837E-18 3.520E-17 3.403E-16
3.311E+00 1.733E-17 3.471E-17 1.387E-15 4.812E-18 3.502E-17 3.382E-16
3.342E+00 6.248E-18 3.184E-17 1.366E-15 4.787E-18 3.484E-17 3.360E-16
3.373E+00 4.014E-18 3.090E-17 1.346E-15 4.762E-18 3.466E-17 3.339E-16
3.404E+00 3.326E-18 3.032E-17 1.326E-15 4.736E-18 3.447E-17 3.317E-16
3.436E+00 3.025E-18 2.982E-17 1.307E-15 4.710E-18 3.428E-17 3.295E-16
3.467E+00 2.862E-18 2.936E-17 1.287E-15 4.684E-18 3.409E-17 3.273E-16
3.499E+00 2.760E-18 2.892E-17 1.268E-15 4.657E-18 3.390E-17 3.252E-16
3.532E+00 2.690E-18 2.850E-17 1.249E-15 4.631E-18 3.370E-17 3.230E-16
3.565E+00 2.638E-18 2.808E-17 1.230E-15 4.605E-18 3.351E-17 3.209E-16
3.597E+00 2.598E-18 2.768E-17 1.212E-15 4.579E-18 3.332E-17 3.187E-16
3.631E+00 2.565E-18 2.728E-17 1.194E-15 4.553E-18 3.313E-17 3.166E-16
3.664E+00 2.539E-18 2.689E-17 1.176E-15 4.527E-18 3.295E-17 3.145E-16
3.698E+00 2.517E-18 2.650E-17 1.158E-15 4.501E-18 3.276E-17 3.124E-16
3.733E+00 2.499E-18 2.613E-17 1.140E-15 4.476E-18 3.257E-17 3.104E-16
3.767E+00 2.484E-18 2.576E-17 1.123E-15 4.451E-18 3.239E-17 3.084E-16
3.802E+00 2.472E-18 2.539E-17 1.105E-15 4.426E-18 3.221E-17 3.064E-16
3.837E+00 2.462E-18 2.504E-17 1.088E-15 4.401E-18 3.203E-17 3.044E-16
3.873E+00 2.455E-18 2.469E-17 1.072E-15 4.376E-18 3.185E-17 3.024E-16
3.908E+00 2.450E-18 2.434E-17 1.055E-15 4.353E-18 3.168E-17 3.006E-16
3.945E+00 2.448E-18 2.400E-17 1.038E-15 4.329E-18 3.151E-17 2.987E-16
3.981E+00 2.448E-18 2.367E-17 1.022E-15 4.306E-18 3.134E-17 2.968E-16
4.018E+00 2.451E-18 2.334E-17 1.006E-15 4.282E-18 3.117E-17 2.950E-16
4.055E+00 2.456E-18 2.301E-17 9.904E-16 4.259E-18 3.099E-17 2.931E-16
4.093E+00 2.463E-18 2.269E-17 9.748E-16 4.236E-18 3.082E-17 2.913E-16
4.130E+00 2.473E-18 2.238E-17 9.593E-16 4.212E-18 3.065E-17 2.894E-16
4.169E+00 2.486E-18 2.207E-17 9.441E-16 4.186E-18 3.047E-17 2.875E-16
4.207E+00 2.502E-18 2.176E-17 9.291E-16 4.161E-18 3.028E-17 2.855E-16
4.246E+00 2.521E-18 2.146E-17 9.143E-16 4.136E-18 3.010E-17 2.836E-16
4.285E+00 2.543E-18 2.116E-17 8.997E-16 4.111E-18 2.992E-17 2.817E-16
4.325E+00 2.569E-18 2.087E-17 8.853E-16 4.087E-18 2.974E-17 2.798E-16
4.365E+00 2.599E-18 2.058E-17 8.711E-16 4.062E-18 2.956E-17 2.780E-16
4.406E+00 2.633E-18 2.030E-17 8.571E-16 4.038E-18 2.939E-17 2.761E-16
4.446E+00 2.672E-18 2.002E-17 8.433E-16 4.015E-18 2.922E-17 2.744E-16
4.487E+00 2.717E-18 1.975E-17 8.297E-16 3.993E-18 2.906E-17 2.727E-16
4.529E+00 2.767E-18 1.949E-17 8.163E-16 3.972E-18 2.890E-17 2.710E-16
4.571E+00 2.825E-18 1.923E-17 8.031E-16 3.951E-18 2.875E-17 2.695E-16
4.613E+00 2.891E-18 1.897E-17 7.901E-16 3.931E-18 2.861E-17 2.679E-16
4.656E+00 2.966E-18 1.873E-17 7.772E-16 3.912E-18 2.847E-17 2.664E-16
4.699E+00 3.053E-18 1.849E-17 7.646E-16 3.893E-18 2.833E-17 2.650E-16
4.742E+00 3.154E-18 1.826E-17 7.521E-16 3.874E-18 2.819E-17 2.636E-16
4.786E+00 3.272E-18 1.804E-17 7.399E-16 3.857E-18 2.807E-17 2.622E-16
4.831E+00 3.413E-18 1.783E-17 7.277E-16 3.841E-18 2.795E-17 2.610E-16
4.875E+00 3.583E-18 1.763E-17 7.158E-16 3.827E-18 2.785E-17 2.599E-16
4.920E+00 3.795E-18 1.744E-17 7.041E-16 3.812E-18 2.774E-17 2.588E-16
4.966E+00 4.068E-18 1.728E-17 6.925E-16 3.799E-18 2.764E-17 2.577E-16
5.012E+00 4.435E-18 1.714E-17 6.811E-16 3.786E-18 2.755E-17 2.567E-16
5.058E+00 4.963E-18 1.704E-17 6.698E-16 3.774E-18 2.747E-17 2.558E-16
5.105E+00 5.781E-18 1.702E-17 6.587E-16 3.764E-18 2.739E-17 2.549E-16
5.152E+00 7.164E-18 1.714E-17 6.477E-16 3.755E-18 2.732E-17 2.542E-16
5.200E+00 9.566E-18 1.752E-17 6.370E-16 3.747E-18 2.727E-17 2.535E-16
5.248E+00 1.260E-17 1.807E-17 6.264E-16 3.741E-18 2.722E-17 2.530E-16
5.297E+00 1.277E-17 1.789E-17 6.160E-16 3.737E-18 2.719E-17 2.526E-16
5.346E+00 1.045E-17 1.708E-17 6.057E-16 3.734E-18 2.717E-17 2.522E-16
5.395E+00 9.024E-18 1.650E-17 5.956E-16 3.732E-18 2.715E-17 2.520E-16
5.445E+00 8.762E-18 1.622E-17 5.857E-16 3.731E-18 2.715E-17 2.518E-16
5.495E+00 9.391E-18 1.617E-17 5.759E-16 3.731E-18 2.715E-17 2.517E-16
5.546E+00 1.099E-17 1.637E-17 5.663E-16 3.734E-18 2.717E-17 2.517E-16
5.598E+00 1.405E-17 1.695E-17 5.569E-16 3.737E-18 2.719E-17 2.519E-16
5.649E+00 1.902E-17 1.802E-17 5.476E-16 3.742E-18 2.723E-17 2.521E-16
5.702E+00 2.274E-17 1.877E-17 5.385E-16 3.750E-18 2.729E-17 2.525E-16
5.754E+00 2.064E-17 1.804E-17 5.295E-16 3.759E-18 2.735E-17 2.530E-16
5.808E+00 1.785E-17 1.714E-17 5.206E-16 3.769E-18 2.742E-17 2.535E-16
5.861E+00 1.744E-17 1.684E-17 5.119E-16 3.780E-18 2.750E-17 2.542E-16
5.916E+00 1.929E-17 1.713E-17 5.033E-16 3.792E-18 2.759E-17 2.549E-16
5.970E+00 2.369E-17 1.807E-17 4.949E-16 3.806E-18 2.769E-17 2.557E-16
6.026E+00 3.219E-17 2.007E-17 4.866E-16 3.821E-18 2.780E-17 2.566E-16
6.081E+00 4.892E-17 2.416E-17 4.785E-16 3.836E-18 2.791E-17 2.575E-16
6.138E+00 8.272E-17 3.262E-17 4.705E-16 3.851E-18 2.802E-17 2.585E-16
6.194E+00 1.325E-16 4.517E-17 4.627E-16 3.868E-18 2.814E-17 2.595E-16
6.252E+00 1.291E-16 4.415E-17 4.547E-16 3.879E-18 2.823E-17 2.601E-16
6.310E+00 8.108E-17 3.153E-17 4.473E-16 3.889E-18 2.830E-17 2.607E-16
6.368E+00 5.173E-17 2.401E-17 4.399E-16 3.898E-18 2.836E-17 2.612E-16
6.427E+00 3.861E-17 2.051E-17 4.324E-16 3.904E-18 2.840E-17 2.615E-16
6.486E+00 3.344E-17 1.904E-17 4.250E-16 3.908E-18 2.843E-17 2.617E-16
6.546E+00 3.233E-17 1.860E-17 4.179E-16 3.910E-18 2.845E-17 2.617E-16
6.607E+00 3.321E-17 1.867E-17 4.108E-16 3.912E-18 2.846E-17 2.617E-16
6.668E+00 3.436E-17 1.882E-17 4.039E-16 3.912E-18 2.847E-17 2.617E-16
6.730E+00 3.447E-17 1.869E-17 3.971E-16 3.911E-18 2.845E-17 2.615E-16
6.792E+00 3.359E-17 1.832E-17 3.904E-16 3.908E-18 2.844E-17 2.612E-16
6.855E+00 3.276E-17 1.796E-17 3.838E-16 3.908E-18 2.844E-17 2.611E-16
6.918E+00 3.284E-17 1.784E-17 3.773E-16 3.910E-18 2.845E-17 2.611E-16
6.982E+00 3.414E-17 1.803E-17 3.709E-16 3.917E-18 2.850E-17 2.615E-16
7.047E+00 3.675E-17 1.856E-17 3.647E-16 3.937E-18 2.864E-17 2.627E-16
7.112E+00 4.068E-17 1.942E-17 3.586E-16 3.961E-18 2.882E-17 2.642E-16
7.178E+00 4.600E-17 2.065E-17 3.525E-16 4.012E-18 2.919E-17 2.675E-16
7.244E+00 5.291E-17 2.228E-17 3.466E-16 4.109E-18 2.990E-17 2.739E-16
7.311E+00 6.192E-17 2.445E-17 3.408E-16 4.242E-18 3.086E-17 2.826E-16
7.379E+00 7.423E-17 2.746E-17 3.351E-16 4.432E-18 3.224E-17 2.951E-16
7.447E+00 9.194E-17 3.186E-17 3.294E-16 4.726E-18 3.438E-17 3.146E-16
7.516E+00 1.158E-16 3.784E-17 3.239E-16 5.122E-18 3.727E-17 3.408E-16
7.586E+00 1.363E-16 4.294E-17 3.185E-16 5.674E-18 4.128E-17 3.773E-16
7.656E+00 1.381E-16 4.328E-17 3.132E-16 6.401E-18 4.658E-17 4.255E-16
7.727E+00 1.319E-16 4.157E-17 3.079E-16 7.302E-18 5.313E-17 4.851E-16
7.798E+00 1.292E-16 4.075E-17 3.027E-16 8.403E-18 6.114E-17 5.580E-16
7.870E+00 1.206E-16 3.842E-17 2.975E-16 9.728E-18 7.078E-17 6.456E-16
7.943E+00 1.003E-16 3.310E-17 2.925E-16 1.127E-17 8.197E-17 7.474E-16
8.017E+00 7.786E-17 2.723E-17 2.875E-16 1.302E-17 9.476E-17 8.637E-16
8.091E+00 6.085E-17 2.272E-17 2.826E-16 1.502E-17 1.093E-16 9.957E-16
8.166E+00 5.002E-17 1.977E-17 2.778E-16 1.720E-17 1.252E-16 1.140E-15
8.241E+00 4.399E-17 1.802E-17 2.732E-16 1.956E-17 1.423E-16 1.296E-15
8.318E+00 4.110E-17 1.706E-17 2.686E-16 2.178E-17 1.585E-16 1.443E-15
8.395E+00 4.044E-17 1.664E-17 2.641E-16 2.379E-17 1.731E-16 1.576E-15
8.472E+00 4.317E-17 1.702E-17 2.597E-16 2.557E-17 1.861E-16 1.694E-15
8.551E+00 4.921E-17 1.815E-17 2.553E-16 2.729E-17 1.985E-16 1.807E-15
8.630E+00 4.957E-17 1.806E-17 2.511E-16 2.909E-17 2.116E-16 1.926E-15
8.710E+00 3.911E-17 1.561E-17 2.469E-16 3.113E-17 2.265E-16 2.061E-15
8.790E+00 2.822E-17 1.308E-17 2.428E-16 3.348E-17 2.436E-16 2.216E-15
8.872E+00 2.108E-17 1.138E-17 2.387E-16 3.612E-17 2.628E-16 2.391E-15
8.954E+00 1.665E-17 1.028E-17 2.348E-16 3.898E-17 2.836E-16 2.581E-15
9.036E+00 1.376E-17 9.536E-18 2.309E-16 4.194E-17 3.051E-16 2.777E-15
9.120E+00 1.177E-17 8.989E-18 2.271E-16 4.476E-17 3.257E-16 2.965E-15
9.204E+00 1.032E-17 8.567E-18 2.234E-16 4.721E-17 3.435E-16 3.128E-15
9.290E+00 9.230E-18 8.227E-18 2.197E-16 4.911E-17 3.573E-16 3.256E-15
9.376E+00 8.374E-18 7.945E-18 2.162E-16 5.029E-17 3.659E-16 3.336E-15
9.462E+00 7.689E-18 7.702E-18 2.126E-16 5.074E-17 3.692E-16 3.368E-15
9.550E+00 7.132E-18 7.491E-18 2.092E-16 5.054E-17 3.677E-16 3.356E-15
9.638E+00 6.673E-18 7.305E-18 2.058E-16 4.983E-17 3.625E-16 3.311E-15
9.727E+00 6.292E-18 7.139E-18 2.025E-16 4.877E-17 3.548E-16 3.242E-15
9.817E+00 5.976E-18 6.990E-18 1.992E-16 4.768E-17 3.469E-16 3.171E-15
9.908E+00 5.713E-18 6.856E-18 1.960E-16 4.663E-17 3.392E-16 3.102E-15
1.000E+01 5.499E-18 6.735E-18 1.929E-16 4.564E-17 3.321E-16 3.037E-15
1.009E+01 5.328E-18 6.625E-18 1.898E-16 4.476E-17 3.257E-16 2.980E-15
1.019E+01 5.199E-18 6.528E-18 1.868E-16 4.388E-17 3.193E-16 2.921E-15
1.028E+01 5.113E-18 6.441E-18 1.838E-16 4.287E-17 3.119E-16 2.855E-15
1.038E+01 5.076E-18 6.367E-18 1.810E-16 4.159E-17 3.026E-16 2.771E-15
1.047E+01 5.101E-18 6.308E-18 1.781E-16 4.000E-17 2.910E-16 2.665E-15
1.057E+01 5.219E-18 6.272E-18 1.753E-16 3.819E-17 2.779E-16 2.545E-15
1.067E+01 5.470E-18 6.267E-18 1.726E-16 3.635E-17 2.645E-16 2.423E-15
1.076E+01 5.774E-18 6.276E-18 1.700E-16 3.466E-17 2.522E-16 2.311E-15
1.086E+01 6.371E-18 6.351E-18 1.674E-16 3.313E-17 2.410E-16 2.209E-15
1.096E+01 7.603E-18 6.568E-18 1.649E-16 3.178E-17 2.312E-16 2.119E-15
1.107E+01 1.039E-17 7.129E-18 1.624E-16 3.051E-17 2.220E-16 2.035E-15
1.117E+01 1.894E-17 8.962E-18 1.601E-16 2.923E-17 2.126E-16 1.949E-15
1.127E+01 2.615E-17 1.051E-17 1.579E-16 2.799E-17 2.036E-16 1.866E-15
1.138E+01 1.967E-17 9.074E-18 1.562E-16 2.684E-17 1.953E-16 1.790E-15
1.148E+01 1.380E-17 8.215E-18 1.620E-16 2.576E-17 1.874E-16 1.718E-15
1.159E+01 1.028E-17 6.858E-18 1.508E-16 2.478E-17 1.803E-16 1.652E-15
1.169E+01 8.989E-18 6.492E-18 1.478E-16 2.381E-17 1.733E-16 1.588E-15
1.180E+01 9.020E-18 6.460E-18 1.457E-16 2.278E-17 1.658E-16 1.519E-15
1.191E+01 9.686E-18 6.570E-18 1.437E-16 2.175E-17 1.583E-16 1.450E-15
1.202E+01 9.879E-18 6.576E-18 1.417E-16 2.075E-17 1.510E-16 1.384E-15
1.213E+01 9.227E-18 6.397E-18 1.397E-16 1.978E-17 1.439E-16 1.319E-15
1.225E+01 8.767E-18 6.263E-18 1.378E-16 1.892E-17 1.376E-16 1.261E-15
1.236E+01 9.190E-18 6.324E-18 1.359E-16 1.813E-17 1.319E-16 1.208E-15
1.247E+01 1.057E-17 6.591E-18 1.340E-16 1.734E-17 1.262E-16 1.156E-15
1.259E+01 1.187E-17 6.842E-18 1.322E-16 1.657E-17 1.205E-16 1.104E-15
1.271E+01 1.108E-17 6.637E-18 1.304E-16 1.581E-17 1.150E-16 1.053E-15
1.282E+01 8.987E-18 6.147E-18 1.287E-16 1.507E-17 1.097E-16 1.004E-15
1.294E+01 7.347E-18 5.757E-18 1.270E-16 1.439E-17 1.047E-16 9.585E-16
1.306E+01 6.439E-18 5.529E-18 1.254E-16 1.379E-17 1.003E-16 9.181E-16
1.318E+01 6.101E-18 5.427E-18 1.238E-16 1.322E-17 9.622E-17 8.805E-16
1.330E+01 6.214E-18 5.427E-18 1.223E-16 1.267E-17 9.217E-17 8.433E-16
1.343E+01 6.494E-18 5.465E-18 1.208E-16 1.215E-17 8.839E-17 8.086E-16
1.355E+01 6.243E-18 5.388E-18 1.194E-16 1.166E-17 8.483E-17 7.758E-16
1.368E+01 5.528E-18 5.211E-18 1.180E-16 1.123E-17 8.172E-17 7.472E-16
1.380E+01 4.956E-18 5.068E-18 1.167E-16 1.088E-17 7.916E-17 7.236E-16
1.393E+01 4.663E-18 4.990E-18 1.154E-16 1.064E-17 7.742E-17 7.076E-16
1.406E+01 4.645E-18 4.979E-18 1.141E-16 1.050E-17 7.639E-17 6.980E-16
1.419E+01 4.722E-18 4.990E-18 1.130E-16 1.047E-17 7.617E-17 6.958E-16
1.432E+01 4.362E-18 4.890E-18 1.118E-16 1.053E-17 7.660E-17 6.996E-16
1.445E+01 4.047E-18 4.801E-18 1.107E-16 1.067E-17 7.763E-17 7.089E-16
1.459E+01 3.881E-18 4.752E-18 1.096E-16 1.087E-17 7.910E-17 7.221E-16
1.472E+01 3.783E-18 4.721E-18 1.086E-16 1.113E-17 8.098E-17 7.392E-16
1.486E+01 3.717E-18 4.701E-18 1.076E-16 1.140E-17 8.296E-17 7.572E-16
1.500E+01 3.670E-18 4.686E-18 1.067E-16 1.168E-17 8.501E-17 7.757E-16
1.514E+01 3.634E-18 4.677E-18 1.058E-16 1.197E-17 8.710E-17 7.947E-16
